年月日,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),最大風速(m/s),桜(初見〜満開)
2016/10/25,14,17.2,10,1,2.4,2,4.6,0
2016/10/26,19.1,25.7,12.6,0,9.6,1.7,3.5,0
2016/10/27,19,23.3,13.2,0,7.6,3.3,6.9,0
2016/10/28,12.2,14.8,10.1,18,0,2.4,4.9,0
2016/10/29,15.5,20.8,11.6,0,0,2.5,5.8,0
2016/10/30,11.9,13.5,9.6,1,0,2.3,4.7,0
2016/10/31,14.3,19.1,9.8,0,3.9,1.8,4.4,0
2016/11/1,13.4,16.4,11.7,10,3.3,2,6,0
2016/11/2,10.9,12.2,8.6,1.5,0,2.4,4.1,0
2016/11/3,12.9,19.4,8.4,3,9.5,2.6,4.2,0
2016/11/4,14,18.8,8.5,0,9.2,3,5.6,0
2016/11/5,14.6,19.5,11.2,0,6.8,2.5,4.9,0
2016/11/6,14.8,20.8,9.9,0,9.5,2.6,6.6,0
2016/11/7,11,14.4,8.2,0,8.4,3,5.7,0
2016/11/8,9.9,13.6,6.1,2,1.8,1.8,3.9,0
2016/11/9,10.4,14.6,7.9,5,6,4.9,9.4,0
2016/11/10,9.6,13,7.6,0,0.5,2.9,7.1,0
2016/11/11,9,12.1,5.7,49,0,3.4,5.9,0
2016/11/12,13.6,18.8,10,0,6.3,1.9,3.4,0
2016/11/13,13.6,18.6,9.1,0,7.6,1.7,3.3,0
2016/11/14,13.7,16.7,11.5,6,0,1.8,4.2,0
2016/11/15,15.3,19.3,12.7,0,1.6,2.1,7.8,0
2016/11/16,12.5,14.8,10.7,0,0.6,3.4,6.9,0
2016/11/17,12.6,18.3,7.8,0,8.1,1.9,4.5,0
2016/11/18,11.3,15.7,6.1,0,9,2,4,0
2016/11/19,9.8,12,7.9,18,0,2,5,0
2016/11/20,13.6,20.4,8.9,0,6.9,1.4,3,0
2016/11/21,12.6,14.7,10.2,2.5,0,2.3,4.5,0
2016/11/22,14,19.3,10.3,2,6.7,1.7,3.5,0
2016/11/23,11.4,14.7,8.5,0,0.1,2.8,5.9,0
2016/11/24,2.8,8.6,0.9,23,0,2.9,4.9,0
2016/11/25,5.6,10.8,0.3,0,9.3,1.9,3.4,0
2016/11/26,8.3,13.1,3.2,0,6.5,2.1,3.9,0
2016/11/27,10.6,13.8,8.6,9.5,0.5,1.8,3.5,0
2016/11/28,11.1,14,9.4,7.5,3.3,3.4,7,0
2016/11/29,10.5,14.3,7.5,0,5.7,3.5,6.1,0
2016/11/30,8.8,11.8,4.8,0,4.9,2.3,5.9,0
2016/12/1,10,16.5,5.9,10.5,3.1,2.4,4.4,0
2016/12/2,11.5,15.5,8.7,0,8.5,2.9,6.5,0
2016/12/3,10.8,15.9,5.7,0,6.7,1.9,3.6,0
2016/12/4,11.6,16,7.3,2.5,7.2,1.5,3.6,0
2016/12/5,12.7,18.3,8.1,1.5,7.6,1.7,3.8,0
2016/12/6,10.8,17.1,7,0,8.5,4,8.8,0
2016/12/7,7.5,11.2,4.9,0,1.5,2.3,5.3,0
2016/12/8,8.6,13.9,3,0,8.6,2.4,4.6,0
2016/12/9,11.1,17.4,3.8,0,8.9,3,7.6,0
2016/12/10,8.5,12.2,5.6,0,8.7,4.1,7.3,0
2016/12/11,6.8,10.9,3.5,0,8.8,3.3,6.4,0
2016/12/12,7,10.5,2.6,0,7.5,2.2,5,0
2016/12/13,9.4,15.3,3.4,3,2.5,1.9,3.8,0
2016/12/14,8.1,11.3,5.3,37,0.3,3.2,6.4,0
2016/12/15,6.2,10.1,3.1,0,6.9,3.1,6.1,0
2016/12/16,4.8,9.8,1.5,0,8.6,3.5,7.4,0
2016/12/17,6.7,13.1,0,0,9,2.1,3.8,0
2016/12/18,8.2,14.9,3.2,0,7.6,1.6,3.8,0
2016/12/19,10,15.7,4.7,0,8.3,1.5,3.1,0
2016/12/20,9.6,14.5,5.9,0,3.5,1.6,3.3,0
2016/12/21,10.5,17,5.2,0,7.8,1.7,4,0
2016/12/22,14.6,20.2,6.6,10.5,2.5,3.9,10.1,0
2016/12/23,14,19.6,8.5,7.5,4.3,3.5,9.8,0
2016/12/24,8.6,11.9,5.4,0,8.5,3.7,6.5,0
2016/12/25,6.6,10.5,4.5,0,4.7,1.5,2.8,0
2016/12/26,6.9,11,3.8,0,1.3,1.8,4.1,0
2016/12/27,11.1,18.8,5.5,11.5,0.2,3.4,8.8,0
2016/12/28,6,9.4,2,0,9,4.4,9,0
2016/12/29,4.3,8,0.7,0,5.2,2.2,5.4,0
2016/12/30,6,10.2,2.6,0,9,3.8,7.4,0
2016/12/31,6.3,11.8,1.5,0,8.9,1.8,3.4,0
2017/1/1,7.4,13.8,2,0,8.9,2,4,0
2017/1/2,7.2,13.3,3.8,0,6.5,1.4,3.4,0
2017/1/3,8,13.7,3.5,0,8.2,2.2,5.4,0
2017/1/4,8.5,14,3.6,0,8.7,2.6,5.9,0
2017/1/5,6.7,10.4,3.7,0,9,4.9,9,0
2017/1/6,4.5,8.8,1.5,0,8.8,2.3,4.6,0
2017/1/7,4.1,8.7,0.1,0,8.7,1.7,3.4,0
2017/1/8,3.9,6,1.6,20.5,0,2.9,7,0
2017/1/9,7.2,11.1,3.8,5.5,2.2,3.3,7.6,0
2017/1/10,8.1,12.7,3.5,0,8.9,2.4,5.2,0
2017/1/11,6.9,11,3.9,0,9,2.4,4.5,0
2017/1/12,6,12.1,0.7,0,8.2,1.7,3.5,0
2017/1/13,6.2,12.7,1.4,0,6.7,2,5,0
2017/1/14,2.4,6.3,-1.3,0,3.2,2.6,6.2,0
2017/1/15,0.7,4.7,-2.3,0,8.1,3.1,6.2,0
2017/1/16,3.2,8,-2,0,9.3,3.5,8.2,0
2017/1/17,5.4,10.9,0.7,0,9.1,2.3,5.4,0
2017/1/18,5.8,10.3,1.1,0,9.1,2.5,4.9,0
2017/1/19,6.4,10.9,2.4,0,5.6,3,6.2,0
2017/1/20,3,3.8,2.2,0,0,2.6,4.6,0
2017/1/21,5.9,11,1.2,0,9.4,3.9,11.1,0
2017/1/22,6,12.9,0.9,0,9.3,2,4.8,0
2017/1/23,4,7.9,0.2,0,6.9,4.5,7.2,0
2017/1/24,2.5,7.7,-1.9,0,9.4,3.6,9.3,0
2017/1/25,3.9,9.5,-1.2,0,9.6,3.3,7.5,0
2017/1/26,4.6,10.7,-1.4,0,9.5,2.2,4.5,0
2017/1/27,8.8,16,1.4,0,5.2,3.1,10.1,0
2017/1/28,8.4,13.6,4.6,0,9.1,2.1,3.9,0
2017/1/29,8,12,4.8,0,2.9,1.8,4.3,0
2017/1/30,11.2,19.5,6.7,0,7.9,3,7.5,0
2017/1/31,5.9,10,2.8,0,9.3,4.6,9.2,0
2017/2/1,6,10.6,2.2,0,7.2,2.7,6.3,0
2017/2/2,4.5,9.7,0.9,0,9.6,4.3,10.6,0
2017/2/3,7.4,13.7,1,0,9.6,4.1,7.3,0
2017/2/4,8.2,13.4,4.4,0,9.6,3.1,6.4,0
2017/2/5,7.2,9.9,3.4,0,2.5,1.7,3.4,0
2017/2/6,8.7,15.7,3.3,0,6.1,3.7,8.5,0
2017/2/7,5.6,10,2.2,0,9.5,5.2,10.1,0
2017/2/8,6.3,11,1.9,0,9.5,3.2,6.5,0
2017/2/9,2.4,5.4,1,8,0,2.7,5.2,0
2017/2/10,4.3,9.3,1.5,0.5,4,3.6,8.5,0
2017/2/11,4.1,10.1,-1.6,0,7.3,2.6,5.3,0
2017/2/12,5,11.2,-0.4,0,9.5,4,8,0
2017/2/13,6.3,11.8,1,0,8,3.3,7,0
2017/2/14,6.1,11.8,2.1,0,8.9,3.5,6.4,0
2017/2/15,6.5,12.8,1.2,0,9.9,3.1,5.9,0
2017/2/16,7.3,13.7,1.3,0,9.9,2.2,5.6,0
2017/2/17,13.2,20.6,4.8,0,8.2,4.9,10.5,0
2017/2/18,8.1,10.7,6.4,0,2.9,2.9,6.1,0
2017/2/19,6.2,11.5,1.6,0,9.6,3.7,9.5,0
2017/2/20,9.9,19.7,1.8,6.5,5.6,4.1,11,0
2017/2/21,6.1,9.9,3.6,0,9.7,5.6,9.4,0
2017/2/22,7,10.6,1.1,0,4.3,3.5,6.7,0
2017/2/23,12.4,16.3,8.4,0.5,1.5,4.5,9,0
2017/2/24,7.4,11.3,5.2,0,3.5,4.5,7.7,0
2017/2/25,7.5,12.7,3.5,0,8.1,2.2,5.2,0
2017/2/26,8.6,14.2,3.3,0,8.4,2.2,4.8,0
2017/2/27,6.2,9.7,4.3,0,2,3,5.6,0
2017/2/28,5.5,10.1,3.2,0,8.8,2.6,4.8,0
2017/3/1,6.4,11.1,1.4,4.5,5.6,1.8,3.8,0
2017/3/2,6.8,8.7,5.4,9.5,0,2.3,5.9,0
2017/3/3,8.7,16,3.7,0,8.3,3.1,6.6,0
2017/3/4,8.7,14.6,3,0,6.1,2.5,6.1,0
2017/3/5,10.4,15.9,4.9,0,8.3,2.4,4.9,0
2017/3/6,9.3,11.5,7.6,1,1.1,1.9,6.1,0
2017/3/7,6.6,10.9,2.3,0.5,2.7,3.2,5.9,0
2017/3/8,5.5,11.8,0,0,8.1,1.9,5.8,0
2017/3/9,7.5,13,1.3,0,11.1,2.8,5,0
2017/3/10,8.6,14.8,3.2,0,10.3,2.9,6.5,0
2017/3/11,7.9,13.2,4.3,0,8.1,3,6.6,0
2017/3/12,7.6,12.2,3.1,0,10.3,2.7,6.7,0
2017/3/13,8.8,12.8,6,0.5,0.5,2,3.8,0
2017/3/14,8.1,11,6.4,2.5,0,2.8,4.6,0
2017/3/15,5.4,7.5,4,1,0,3.4,6.7,0
2017/3/16,8.2,15.5,1.9,0,9.1,2.5,5.8,0
2017/3/17,9.5,15.2,3.8,0,9,3.1,5.7,0
2017/3/18,10.3,16.2,3.6,0,9.1,2.7,5.7,0
2017/3/19,12.2,18.6,5.1,0,8.9,2.9,7,0
2017/3/20,12.6,18.7,7,0,9.8,3.6,7.1,0
2017/3/21,9.1,12.9,6.8,25.5,0,2.9,6.3,1
2017/3/22,9.8,15,5.7,0,11.3,5.5,9.5,1
2017/3/23,9.7,15.7,4.3,0,5.7,2.2,5,1
2017/3/24,8.5,13.9,4.6,0,5.9,3.6,7.1,1
2017/3/25,7.8,12.7,3.4,0,11.1,3.1,6.5,1
2017/3/26,5.9,8.1,4.8,12.5,0,2.8,5.2,1
2017/3/27,5,8.3,2.4,21.5,1.5,3.6,7.1,1
2017/3/28,8.6,14.9,3.2,0,9.1,2.6,6,1
2017/3/29,9.1,14.7,4.3,0,8.4,2.7,5.6,1
2017/3/30,11.9,17.8,6.3,0,10.2,2.5,5.5,1
2017/3/31,8.8,12.3,4.9,6.5,0.7,3,5.4,1
2017/4/1,6.3,8.9,4.6,5.5,0,2.7,5.1,1
2017/4/2,8.7,14.2,4.6,0,8.9,2.3,6.4,1
2017/4/3,9.9,16.1,6.4,1.5,7.3,2.8,8.4,0
2017/4/4,11.2,17.3,4.5,0,12,2.9,6.2,0
2017/4/5,14.7,20.7,7.7,0,9.4,3.5,7.7,0
2017/4/6,16.7,21.2,12.9,0.5,7.2,5.5,9.2,0
2017/4/7,17.5,21.6,15.5,3,2.8,5.6,9,0
2017/4/8,15.3,17.7,12.6,7,0,2,5.6,0
2017/4/9,13.8,15.2,11.1,9,0,2.2,5.2,0
2017/4/10,10.4,15.7,6.9,0,6.5,2.9,6.1,0
2017/4/11,8.5,10.7,6.4,46,0,3,7.3,0
2017/4/12,14.3,21.6,8.3,0,9.7,3.9,7.4,0
2017/4/13,12.3,17.6,6.7,0,9.1,3,6.2,0
2017/4/14,15,21.5,7.4,0,11.7,3.7,8,0
2017/4/15,18.6,24.2,14.2,0,8.2,4.8,8.8,0
2017/4/16,18.9,26.1,12,0,11.9,2.7,6.3,0
2017/4/17,18.3,26.1,13.8,13,3.8,3.2,7.7,0
2017/4/18,20,25.7,14.1,17.5,5.1,4.7,10.1,0
2017/4/19,18,26.1,12.7,0,11.8,4.4,9.6,0
2017/4/20,15.7,21.1,10.9,0,9,3.7,6.6,0
2017/4/21,15.6,19.2,13,0,0.1,1.8,3.8,0
2017/4/22,14.3,18.4,9.7,15,0.1,2,4.4,0
2017/4/23,13.6,20.3,8.8,0.5,10.5,2.9,6.8,0
2017/4/24,14.5,19.6,10.1,0,7,3,6.5,0
2017/4/25,16,21,12,0,9.5,4.7,8.8,0
2017/4/26,16.9,19.4,13.9,0,0,4.8,8.7,0
2017/4/27,14.7,19.4,12.1,3.5,5,3.3,5.9,0
2017/4/28,15.9,21.6,11.5,0,9.5,2.9,5.5,0
2017/4/29,16.2,23.4,10.2,0,10.4,2.6,7.5,0
2017/4/30,17.8,24.3,10.7,0,12.3,3.2,7.7,0
2017/5/1,17.7,26,13.6,1,7.6,2.4,7.8,0
2017/5/2,16.6,23.3,11.3,0,12.4,3.1,5.8,0
2017/5/3,17.1,22.4,12.3,0,9.5,3.8,7.3,0
2017/5/4,18.1,23.3,15,0,9.9,4.3,7.4,0
2017/5/5,19.6,25.6,14.6,0,11.4,3.2,5.6,0
2017/5/6,21.7,28.2,15.3,0,12.4,3.3,7.5,0
2017/5/7,19.9,24.3,13.8,0,3.6,3.1,6.4,0
2017/5/8,20.8,27.8,13.6,0,12.3,2.6,6.1,0
2017/5/9,19.1,21.9,16.3,0,0.2,2.9,5.3,0
2017/5/10,16.3,17.9,15.1,4,0,1.7,4.8,0
2017/5/11,21,27.4,14.8,0,9.4,2,5.6,0
2017/5/12,21.6,28.3,17.2,0,7.8,3.2,7.5,0
2017/5/13,17.8,20.1,16.1,27,0,3.1,6,0
2017/5/14,17.8,20.4,15.3,0,0.7,2.8,4.8,0
2017/5/15,17.7,22.6,15.4,0,1.1,2.5,5.9,0
2017/5/16,18.9,23.4,16.4,0,4.6,3,6.6,0
2017/5/17,17.2,19.7,14.8,0,0.2,2.7,4.7,0
2017/5/18,17.6,23.6,14.5,1.5,5.4,2.1,4.5,0
2017/5/19,20,26.3,14.6,0,12.4,2.9,6,0
2017/5/20,22.1,28.7,15.5,0,13.1,2.6,5.8,0
2017/5/21,23.8,30.9,17.6,0,12.1,2.7,5.6,0
2017/5/22,23.2,29,18.2,0,12.9,3.6,6.8,0
2017/5/23,22.5,27.4,19,0,12.4,5,9.1,0
2017/5/24,22.2,26.2,19.2,0,2.7,4,6.4,0
2017/5/25,20.9,24,18,1,0.4,2.5,5.2,0
2017/5/26,18.8,20.8,17.3,14.5,0,2.4,6.2,0
2017/5/27,20.9,27.3,18,0,7,3.3,7.1,0
2017/5/28,20.9,26.7,17.9,0,6.6,2.7,5.3,0
2017/5/29,21.5,26.9,17,0,12,3.5,6.9,0
2017/5/30,23.3,29.1,17.2,0,12.1,3,5.5,0
2017/5/31,23.6,27.5,20.7,0,4.7,3.7,7.4,0
2017/6/1,21.5,26.4,19.3,15.5,1.7,2.4,5.4,0
2017/6/2,23,29.1,18.3,0,10.6,3.6,8.6,0
2017/6/3,21.4,26.6,16,0,12.1,3.6,6.7,0
2017/6/4,21,26.7,16.7,0,7.2,3.6,6.2,0
2017/6/5,19.6,25.6,15.3,3.5,9.2,3.1,7.1,0
2017/6/6,19.6,24.2,15.4,0,4.4,3,5.9,0
2017/6/7,20.3,22.6,17.9,0,0,4.4,8.6,0
2017/6/8,22,25.8,19.2,0,4.9,4.1,7.1,0
2017/6/9,23.1,28.1,20.6,0,7,3.2,6.2,0
2017/6/10,24.6,30.6,20,0,8.3,3.4,8.8,0
2017/6/11,21.7,25.3,19.1,0,3.7,3,6.7,0
2017/6/12,20.5,26.3,16.6,0,5,3.1,7.2,0
2017/6/13,16.9,19.4,14.8,9.5,0,2.5,5,0
2017/6/14,19.3,24.6,15.2,3.5,3.6,2.7,5,0
2017/6/15,21.3,26,17.4,0,7.2,3,6.3,0
2017/6/16,22.4,29,17.5,0,9.7,2.9,6.9,0
2017/6/17,22.3,27.7,17.9,0,12.2,2.9,5.3,0
2017/6/18,19.5,22.5,17.7,11.5,0,2.7,4.5,0
2017/6/19,22.6,30.5,17.3,1,11,3.5,6.7,0
2017/6/20,22.7,28,16.5,0,11.2,3.3,6.3,0
2017/6/21,22.4,24.4,19.8,45.5,0,5,10.6,0
2017/6/22,24,27.9,20,0,4.6,3.1,6.5,0
2017/6/23,24.6,30.2,19.1,0,12.1,3.2,5.9,0
2017/6/24,24.6,29,21.9,0,7.2,3.2,5.6,0
2017/6/25,22.3,23.9,21.5,10,0,1.9,5.1,0
2017/6/26,23.1,25.9,20.3,0.5,2.1,2.7,5.2,0
2017/6/27,23.2,25.6,21.3,1,0,2.4,6.1,0
2017/6/28,22.4,25,20.2,3,0,1.6,3.7,0
2017/6/29,24.6,29.1,19.9,0,3.7,2.6,5.4,0
2017/6/30,23.8,25.7,22.1,2,0.1,2.9,5.1,0
2017/7/1,23.4,25.3,22.1,2,0.1,2.1,4.7,0
2017/7/2,25.7,32,20.9,1,3.1,1.9,4.2,0
2017/7/3,28.3,32.5,24.5,0,6.2,2.5,5.5,0
2017/7/4,26.8,29.9,23.5,15,0.1,2,4.3,0
2017/7/5,26.3,31.4,21.6,0.5,5,3.1,5.7,0
2017/7/6,26.2,30.7,23.2,0,6.8,3.1,6.6,0
2017/7/7,27,32.3,23,0,10.9,2.6,5.4,0
2017/7/8,27.9,33.7,22.8,0,12.6,2.6,5.5,0
2017/7/9,27.3,32.5,23,0,13.1,2.9,6.7,0
2017/7/10,27.4,32.1,23,0,13.5,3.7,7.3,0
2017/7/11,27.7,31.6,24.8,0,7.2,4.8,9.4,0
2017/7/12,28.9,33.1,25.6,0,10.3,4.1,6.5,0
2017/7/13,28.5,33.4,26,0,5.6,5,8.5,0
2017/7/14,28.2,32.4,25.4,0,12.1,4.4,7.3,0
2017/7/15,28.1,33.7,23.6,0,11.5,2.8,5.7,0
2017/7/16,28.9,34.9,25.1,0,6.6,2.2,7.1,0
2017/7/17,29.7,35,25.3,0,6.1,3,6.2,0
2017/7/18,26.3,32.7,22.7,10.5,3.5,2.3,5.9,0
2017/7/19,26.5,31.1,22.9,0,6.6,3.4,6.8,0
2017/7/20,28.2,32.3,24.9,0,7.7,3.8,7,0
2017/7/21,29.1,33.7,25.8,0,11.6,4.5,7.2,0
2017/7/22,28.7,32.5,25.8,0,9.7,4.1,7,0
2017/7/23,27.3,28.5,26.2,0,0,4.5,6.9,0
2017/7/24,29.1,32.9,26.7,0,2.3,4.7,7.4,0
2017/7/25,29.4,32.7,27,0,1.8,3.5,5.1,0
2017/7/26,24.6,28.2,23.2,35,0,2.7,5,0
2017/7/27,24.2,26.7,22.5,0.5,0,2.4,4.3,0
2017/7/28,26.8,32.3,22.5,0,3.5,2.2,5.4,0
2017/7/29,26.8,33.5,23.7,16,3.1,2.4,5.3,0
2017/7/30,25.6,29.2,23.3,0.5,0.1,2.3,4,0
2017/7/31,28,33,23.2,0,8.4,2.4,5.6,0
2017/8/1,26.3,31,22.7,6.5,0,2.8,5.6,0
2017/8/2,22.9,25.4,20.9,0.5,0.5,3,4.6,0
2017/8/3,24.3,28.9,20.2,0,0.7,2.3,3.9,0
2017/8/4,25.6,29.2,22,0,0.6,2.2,4.7,0
